userId,target_item,predicted_rating_top5_mle,predicted_rating_top10_mle,absolute_difference
54.0,100157,3.315752664561302,5.0,1.6842473354386982
91.0,100157,5.0,1.8833932166477947,3.1166067833522053
156.0,100157,3.213535766300232,2.889839002254684,0.32369676404554815
247.0,100157,3.213535766300232,2.889839002254684,0.32369676404554815
271.0,100157,3.641576718045915,2.878591510847268,0.7629852071986467
306.0,100157,3.213535766300232,3.318686262325184,0.10515049602495186
359.0,100157,3.213535766300232,1.9222138377105473,1.2913219285896846
367.0,100157,3.2707813921633435,4.9111601492180785,1.640378757054735
388.0,100157,3.1430982382142942,3.8094879019601993,0.666389663745905
430.0,100157,5.0,1.0,4.0
492.0,100157,2.6101804249326044,3.3224733994278566,0.7122929744952522
572.0,100157,2.263585383851079,3.9628976246949965,1.6993122408439176
587.0,100157,3.401599145822895,4.4004435678779465,0.9988444220550514
614.0,100157,3.6760160514959845,2.8142260569052877,0.8617899945906968
664.0,100157,2.263585383851079,3.9537320066399904,1.6901466227889115
672.0,100157,3.1430982382142942,3.2867944784402416,0.1436962402259474
737.0,100157,2.722915828582691,3.8866115084073094,1.1636956798246185
741.0,100157,3.1113188680391626,3.467522762644407,0.3562038946052444
768.0,100157,3.240096730418871,3.9323153567350566,0.6922186263161856
775.0,100157,2.4221707267810952,4.12025456246809,1.6980838356869947
777.0,100157,3.182246273314303,2.549666368612305,0.632579904701998
802.0,100157,3.213535766300232,2.889839002254684,0.32369676404554815
835.0,100157,3.449169947526461,3.191999959763704,0.2571699877627571
847.0,100157,3.1624273171696973,2.965286303117602,0.19714101405209528
856.0,100157,3.2646442154307667,3.2861409229485745,0.021496707517807856
888.0,100157,3.182246273314303,3.3826015096272886,0.20035523631298569
903.0,100157,4.779826670806702,3.2494217906848553,1.5304048801218464
907.0,100157,3.469078011952906,3.2397053870081405,0.2293726249447654
916.0,100157,3.641576718045915,3.9875234956862813,0.3459467776403664
982.0,100157,3.6261455003254346,3.9194521562367033,0.2933066559112687
1001.0,100157,3.401599145822895,3.215808001949768,0.18579114387312723
1093.0,100157,3.213535766300232,1.0,2.213535766300232
1113.0,100157,3.417969562822371,3.7111983283387033,0.29322876551633215
1154.0,100157,3.213535766300232,3.318686262325184,0.10515049602495186
1185.0,100157,2.722915828582691,3.8866115084073094,1.1636956798246185
1200.0,100157,3.2471939308779363,3.3692043962550526,0.12201046537711635
1272.0,100157,3.182246273314303,3.3826015096272886,0.20035523631298569
1284.0,100157,3.213535766300232,3.318686262325184,0.10515049602495186
1370.0,100157,4.100907162777527,2.3745815120672473,1.7263256507102795
1518.0,100157,3.116174335601497,3.3586562550661494,0.24248191946465258
1560.0,100157,5.0,1.3665615145072059,3.6334384854927944
1568.0,100157,3.2646442154307667,3.2861409229485745,0.021496707517807856
1674.0,100157,3.315752664561302,3.2535955835719648,0.06215708098933703
1741.0,100157,3.449169947526461,2.7631526996932037,0.6860172478332576
1748.0,100157,3.641576718045915,3.005239293899581,0.6363374241463338
1763.0,100157,4.741851678059365,1.8998327320316217,2.8420189460277427
1813.0,100157,3.116174335601497,4.477688581788616,1.3615142461871192
2001.0,100157,3.2471939308779363,2.856611314618548,0.39058261625938817
2015.0,100157,2.722915828582691,3.8866115084073094,1.1636956798246185
2143.0,100157,3.417969562822371,2.7596576447482457,0.6583119180741255
2193.0,100157,3.2825751228060467,3.2765728239441363,0.006002298861910393
2234.0,100157,3.6628825951127864,3.343224630153241,0.31965796495954546
2243.0,100157,2.263585383851079,3.96177424711683,1.698188863265751
2248.0,100157,3.25898766152064,3.282496657774078,0.023508996253438053
2302.0,100157,3.182246273314303,2.945712009079949,0.23653426423435375
2311.0,100157,3.213535766300232,3.318686262325184,0.10515049602495186
2344.0,100157,3.213535766300232,3.8413796858451414,0.6278439195449095
2362.0,100157,3.5712949102139753,4.1998008715279305,0.6285059613139552
2420.0,100157,3.213535766300232,3.318686262325184,0.10515049602495186
2433.0,100157,3.315752664561302,3.2535955835719648,0.06215708098933703
2444.0,100157,2.6101804249326044,3.3224733994278566,0.7122929744952522
2465.0,100157,3.1637451373050633,3.334848212880086,0.1711030755750227
2507.0,100157,3.213535766300232,4.800962609912438,1.587426843612206
2590.0,100157,4.208933864777674,3.2154366364650127,0.9934972283126617
2591.0,100157,2.077262611650914,4.360637205969077,2.283374594318163
2595.0,100157,3.306457542415762,3.263424086321895,0.043033456093866995
2661.0,100157,3.2113159390086294,3.3110401706940222,0.0997242316853928
2669.0,100157,3.2646442154307667,3.369907258730147,0.10526304329938041
2718.0,100157,3.213535766300232,1.8646528389816743,1.3488829273185576
2732.0,100157,3.315752664561302,3.2535955835719648,0.06215708098933703
2756.0,100157,3.182246273314303,2.9537542495567886,0.22849202375751432
2759.0,100157,2.722915828582691,3.8866115084073094,1.1636956798246185
2772.0,100157,3.258886740712196,2.9340884495266235,0.32479829118557246
2806.0,100157,3.1113188680391626,3.383776941078403,0.2724580730392403
2988.0,100157,3.182246273314303,3.466347331193293,0.2841010578789902
3020.0,100157,2.722915828582691,3.8866115084073094,1.1636956798246185
3097.0,100157,3.1113188680391626,3.383776941078403,0.2724580730392403
3127.0,100157,5.0,1.3665615145072059,3.6334384854927944
3132.0,100157,3.258886740712196,3.287232128507959,0.0283453877957629
3163.0,100157,3.6760160514959845,3.299130695669013,0.3768853558269716
3269.0,100157,2.722915828582691,3.8866115084073094,1.1636956798246185
3277.0,100157,5.0,1.0,4.0
3318.0,100157,4.068494968329732,2.400686310446521,1.6678086578832114
3424.0,100157,3.306162584091454,3.866987893316704,0.5608253092252502
3450.0,100157,3.232181680092166,3.934911154716162,0.7027294746239963
3469.0,100157,3.182246273314303,3.3826015096272886,0.20035523631298569
3497.0,100157,3.2354002002352327,3.288420491604019,0.0530202913687865
3515.0,100157,3.213535766300232,1.8646528389816743,1.3488829273185576
3556.0,100157,2.722915828582691,3.8866115084073094,1.1636956798246185
3589.0,100157,3.4967407492300278,4.170676803131247,0.6739360539012194
