userId,PC1,PC2,PC3,target_item
8,-0.4182208836325463,-0.007918187459927752,-0.002708188978026232,100157
15,0.581562262985699,0.011010734275016507,0.0037659059417933295,100157
24,0.581562262985699,0.011010734275016507,0.0037659059417933295,100157
25,0.08167068967657636,0.0015462734075443773,0.000528858481883549,100157
26,-0.4182208836325463,-0.007918187459927752,-0.002708188978026232,100157
29,0.581562262985699,0.011010734275016507,0.0037659059417933295,100157
34,-0.4182208836325463,-0.007918187459927752,-0.002708188978026232,100157
38,2.5811285562221897,0.04886857774490502,0.01671409578143245,100157
46,-1.4180040302507917,-0.026847109194872012,-0.009182283897845794,100157
53,-1.4180040302507917,-0.026847109194872012,-0.009182283897845794,100157
54,1.5731785139377623,0.5713631900186407,-0.024505302202927525,100157
58,-1.4094787038870142,-0.4819209535707279,0.0004767335668931535,100157
66,-1.4180040302507917,-0.026847109194872012,-0.009182283897845794,100157
69,0.581562262985699,0.011010734275016507,0.0037659059417933295,100157
75,-0.4182208836325463,-0.007918187459927752,-0.002708188978026232,100157
87,0.581562262985699,0.011010734275016507,0.0037659059417933295,100157
88,1.0814538362948216,0.020475195142488637,0.00700295340170311,100157
91,-0.41133567418971106,-0.031913067586684864,-0.9511357133897742,100157
101,-0.4182208836325463,-0.007918187459927752,-0.002708188978026232,100157
102,-0.010199677534308066,0.544449123572908,-0.01155602251864234,100157
104,0.581562262985699,0.011010734275016507,0.0037659059417933295,100157
116,0.10892101993843926,-1.4530505389170754,0.031402915930003786,100157
120,-1.4180040302507917,-0.026847109194872012,-0.009182283897845794,100157
123,0.581562262985699,0.011010734275016507,0.0037659059417933295,100157
124,-0.4182208836325463,-0.007918187459927752,-0.002708188978026232,100157
128,0.581562262985699,0.011010734275016507,0.0037659059417933295,100157
130,-0.4182208836325463,-0.007918187459927752,-0.002708188978026232,100157
131,1.5813454096039443,0.029939656009960767,0.010240000861612891,100157
134,0.581562262985699,0.011010734275016507,0.0037659059417933295,100157
140,-0.4182208836325463,-0.007918187459927752,-0.002708188978026232,100157
144,-1.4180040302507917,-0.026847109194872012,-0.009182283897845794,100157
153,-0.918112456941669,-0.017382648327399882,-0.0059452364379360126,100157
154,0.08167068967657636,0.0015462734075443773,0.000528858481883549,100157
156,-0.42165971985750755,-0.0027998286441225473,0.03652087894234889,100157
157,2.5811285562221897,0.04886857774490502,0.01671409578143245,100157
158,-0.4182208836325463,-0.007918187459927752,-0.002708188978026232,100157
160,-1.4180040302507917,-0.026847109194872012,-0.009182283897845794,100157
164,-1.4180040302507917,-0.026847109194872012,-0.009182283897845794,100157
170,-0.4182208836325463,-0.007918187459927752,-0.002708188978026232,100157
183,0.581562262985699,0.011010734275016507,0.0037659059417933295,100157
184,0.581562262985699,0.011010734275016507,0.0037659059417933295,100157
186,0.581562262985699,0.011010734275016507,0.0037659059417933295,100157
200,-1.4180040302507917,-0.026847109194872012,-0.009182283897845794,100157
202,-1.4180040302507917,-0.026847109194872012,-0.009182283897845794,100157
205,-0.4182208836325463,-0.007918187459927752,-0.002708188978026232,100157
207,-0.4182208836325463,-0.007918187459927752,-0.002708188978026232,100157
208,-0.918112456941669,-0.017382648327399882,-0.0059452364379360126,100157
216,-1.4180040302507917,-0.026847109194872012,-0.009182283897845794,100157
220,-0.4182208836325463,-0.007918187459927752,-0.002708188978026232,100157
224,-0.4182208836325463,-0.007918187459927752,-0.002708188978026232,100157
233,-0.4182208836325463,-0.007918187459927752,-0.002708188978026232,100157
234,0.581562262985699,0.011010734275016507,0.0037659059417933295,100157
238,1.0814538362948216,0.020475195142488637,0.00700295340170311,100157
240,0.017887828312820164,-0.9548353283502378,0.02026653745642959,100157
242,0.581562262985699,0.011010734275016507,0.0037659059417933295,100157
245,-1.4180040302507917,-0.026847109194872012,-0.009182283897845794,100157
247,-0.42165971985750755,-0.0027998286441225473,0.03652087894234889,100157
249,-1.4180040302507917,-0.026847109194872012,-0.009182283897845794,100157
251,0.5526375815533054,1.5549828257966882,-0.0290051565602303,100157
259,0.581562262985699,0.011010734275016507,0.0037659059417933295,100157
263,-0.4182208836325463,-0.007918187459927752,-0.002708188978026232,100157
271,0.002509302742180632,-0.007839202413884503,-0.39385626129499296,100157
278,0.581562262985699,0.011010734275016507,0.0037659059417933295,100157
284,0.00852532636377742,-0.4550738443758559,0.009659017464738948,100157
292,-1.4180040302507917,-0.026847109194872012,-0.009182283897845794,100157
294,0.571362585451391,0.5554598578479244,-0.007790116576849011,100157
295,0.581562262985699,0.011010734275016507,0.0037659059417933295,100157
298,-0.010199677534308066,0.544449123572908,-0.01155602251864234,100157
306,-0.003438836224961297,0.005118358815805205,0.03922906792037512,100157
308,0.08167068967657636,0.0015462734075443773,0.000528858481883549,100157
311,0.6088125932475619,-1.4435860780496033,0.03463996338991356,100157
317,-1.4180040302507917,-0.026847109194872012,-0.009182283897845794,100157
329,0.581562262985699,0.011010734275016507,0.0037659059417933295,100157
330,-0.4182208836325463,-0.007918187459927752,-0.002708188978026232,100157
332,0.581562262985699,0.011010734275016507,0.0037659059417933295,100157
344,-0.4182208836325463,-0.007918187459927752,-0.002708188978026232,100157
