userId,target_item,predicted_rating_top10,predicted_rating_top10_mle
218.0,2588,2.6952266069567,2.5696602095845194
383.0,2588,3.5292020172021488,2.8783086506151636
388.0,2588,3.072798158812164,2.2383221778679423
422.0,2588,1.4285920134012244,3.698831817024552
440.0,2588,3.888870838730451,3.453642938045775
662.0,2588,1.3435175008140676,3.9877962439878254
741.0,2588,3.1064241868296767,3.142232443933615
768.0,2588,1.6380771512373182,3.1132074155584273
775.0,2588,1.0,3.265146358799356
856.0,2588,2.233487923164857,3.1237755108179766
907.0,2588,2.0320822367522573,3.759866623488288
982.0,2588,2.9877236462250067,2.527286604831216
1210.0,2588,2.68391921644496,2.6686040314440325
1254.0,2588,3.3552314820777163,2.438737125639989
1419.0,2588,2.9877236462250067,2.527286604831216
1507.0,2588,3.52268032380806,2.043015240958872
1711.0,2588,2.9727946065334843,2.573813697391339
1763.0,2588,2.9877236462250067,2.527286604831216
1811.0,2588,2.9534658758038024,2.5786443195061883
1815.0,2588,3.437605811220904,2.3319796679221456
1906.0,2588,2.999384117481989,2.8809031829731473
1959.0,2588,2.9877236462250067,2.527286604831216
1984.0,2588,1.0,4.587686089394271
2026.0,2588,2.233487923164857,3.1237755108179766
2034.0,2588,1.3435175008140676,3.9877962439878254
2038.0,2588,1.667902566061766,3.6454912914112665
2084.0,2588,3.437605811220904,1.0
2484.0,2588,2.405228173498132,3.024854516052466
2529.0,2588,2.638711955186717,2.7616180999927855
2568.0,2588,2.4173435493696425,2.162383914101939
2581.0,2588,2.751741258726683,2.3777023191762527
2611.0,2588,2.233487923164857,3.1237755108179766
2661.0,2588,2.9877236462250067,2.527286604831216
2925.0,2588,3.437605811220904,2.3319796679221456
3069.0,2588,3.531028184155652,1.7545557005117396
3218.0,2588,3.437605811220904,2.3319796679221456
3260.0,2588,1.3435175008140676,3.9877962439878254
3295.0,2588,1.776696323788737,3.5306874793093757
3318.0,2588,4.086872591275527,1.4255435764170195
3353.0,2588,1.776696323788737,3.5306874793093757
3452.0,2588,2.212735297880203,3.1165447505169572
3513.0,2588,1.2601410991809796,3.128586668448456
3592.0,2588,2.2620477839820303,3.026768974262969
3664.0,2588,2.4173435493696425,2.162383914101939
3671.0,2588,2.3322690367824856,2.451348341065213
3858.0,2588,2.6952266069567,1.8579032483472444
3907.0,2588,3.437605811220904,2.099254534099628
4126.0,2588,2.751741258726683,2.3777023191762527
4222.0,2588,2.582197303416734,3.2164529084500755
4329.0,2588,1.861770836375894,3.241723052346102
4358.0,2588,3.440305994664873,2.149772698676715
4450.0,2588,1.2590480580912748,3.546378302555291
4728.0,2588,2.3322690367824856,2.451348341065213
4877.0,2588,5.0,1.0
4896.0,2588,2.3322690367824856,2.451348341065213
4921.0,2588,2.6952266069567,2.5696602095845194
5015.0,2588,3.0162835070421807,2.4302800682762085
5063.0,2588,2.8756976304344675,2.455153147059547
5066.0,2588,2.6952266069567,2.5696602095845194
5155.0,2588,1.2601410991809796,3.128586668448456
5314.0,2588,2.5378414812291106,2.7225935417402862
5352.0,2588,2.8027054089364896,2.672684071765508
5378.0,2588,2.751741258726683,2.3777023191762527
5452.0,2588,2.517195328919021,2.7146769427633757
5582.0,2588,3.411194519244047,1.9438478566264479
