userId,movieId
1,4
2,3
3,4
4,7
5,8
6,0
7,5
8,20
9,1
10,1
11,15
12,9
13,18
14,4
15,14
16,1
17,2
18,5
19,0
20,0
21,3
22,8
23,5
24,17
25,12
26,21
27,2
28,10
29,19
30,1
31,1
32,17
33,2
34,15
35,10
36,0
37,0
38,11
39,0
40,2
41,0
42,1
43,5
44,2
45,1
46,12
47,9
48,5
49,1
50,6
51,5
52,9
53,4
54,17
55,2
56,6
57,2
58,18
59,2
60,2
61,6
62,1
63,2
64,15
65,3
66,8
67,4
68,8
69,19
70,9
71,2
72,6
73,4
74,0
75,15
76,3
77,1
78,5
79,1
80,0
81,2
82,2
83,1
84,11
85,0
86,1
87,11
88,2
89,1
90,13
91,20
92,0
93,11
94,0
95,3
96,5
97,1
98,2
99,4
100,8
101,18
102,2
103,0
104,5
105,0
106,1
107,2
108,12
109,4
110,9
111,1
112,2
113,0
114,0
115,4
116,19
117,7
118,1
119,7
120,10
121,1
122,0
123,1
124,13
125,0
126,0
127,17
128,8
129,6
130,18
131,11
132,8
133,3
134,12
135,9
136,1
137,11
138,5
139,3
140,9
141,2
142,14
143,0
144,7
145,0
146,12
147,12
148,1
149,10
150,0
151,3
152,7
153,13
154,7
155,1
156,21
157,6
158,18
159,2
160,17
161,1
162,4
163,3
164,17
165,12
166,0
167,1
168,2
169,3
170,2
171,3
172,13
173,0
174,0
175,9
176,1
177,2
178,1
179,0
180,1
181,0
182,0
183,18
184,19
185,6
186,6
187,4
188,15
189,6
190,1
191,1
192,3
193,0
194,0
195,0
196,1
197,2
198,1
199,0
200,19
201,2
202,17
203,2
204,5
205,15
206,2
207,5
208,14
209,2
210,0
211,4
212,2
213,2
214,19
215,5
216,12
217,0
218,6
219,0
220,6
221,9
222,2
223,0
224,8
225,18
226,0
227,1
228,1
229,14
230,10
231,12
232,13
233,7
234,12
235,4
236,1
237,14
238,11
239,7
240,6
241,5
242,17
243,16
244,12
245,7
246,1
247,17
248,6
249,12
250,0
251,12
252,3
253,2
254,9
255,4
256,4
257,2
258,10
259,15
260,3
261,17
262,1
263,11
264,3
265,3
266,1
267,3
268,0
269,0
270,2
271,11
272,1
273,2
274,8
275,4
276,0
277,0
278,12
279,2
280,2
281,1
282,1
283,19
284,9
285,7
286,17
287,15
288,17
289,2
290,3
291,0
292,20
293,0
294,18
295,13
296,8
297,0
298,21
299,2
300,1
301,0
302,0
303,0
304,4
305,2
306,5
307,0
308,2
309,9
310,0
311,11
312,4
313,5
314,3
315,3
316,8
317,15
318,3
319,6
320,1
321,2
322,0
323,0
324,0
325,0
326,1
327,14
328,9
329,10
330,18
331,17
332,11
333,10
334,16
335,4
336,0
337,8
338,0
339,3
340,2
341,0
342,2
343,4
344,13
345,0
346,2
347,13
348,1
349,8
350,0
351,2
352,13
353,0
354,6
355,1
356,2
357,1
358,7
359,19
360,2
361,6
362,2
363,4
364,0
365,11
366,6
367,17
368,19
369,0
370,9
371,0
372,3
373,1
374,8
375,5
376,3
377,8
378,15
379,1
380,3
381,18
382,0
383,2
384,0
385,1
386,1
387,8
388,18
389,11
390,6
391,2
392,1
393,8
394,12
395,0
396,0
397,4
398,3
399,7
400,2
401,21
402,5
403,2
404,0
405,0
406,11
407,5
408,0
409,10
410,1
411,1
412,7
413,13
414,16
415,10
416,8
417,8
418,3
419,2
420,1
421,21
422,16
423,3
424,14
425,2
426,2
427,21
428,2
429,0
430,12
431,6
432,5
433,15
434,0
435,19
436,3
437,12
438,15
439,0
440,13
441,4
442,1
443,0
444,20
445,8
446,7
447,3
448,5
449,6
450,14
451,4
452,10
453,7
454,0
455,7
456,3
457,14
458,0
459,5
460,1
461,15
462,16
463,14
464,0
465,16
466,1
467,1
468,2
469,13
470,0
471,11
472,2
473,8
474,8
475,4
476,2
477,0
478,3
479,13
480,0
481,16
482,8
483,0
484,2
485,12
486,2
487,0
488,8
489,13
490,9
491,10
492,17
493,0
494,4
495,4
496,5
497,9
498,1
499,2
500,4
501,0
502,0
503,4
504,2
505,5
506,7
507,0
508,12
509,14
510,0
511,0
512,12
513,0
514,3
515,14
516,10
517,3
518,5
519,1
520,9
521,9
522,0
523,3
524,5
525,2
526,2
527,0
528,0
529,0
530,3
531,3
532,1
533,8
534,1
535,0
536,11
537,1
538,8
539,1
540,3
541,1
542,5
543,10
544,6
545,16
546,18
547,0
548,7
549,7
550,0
551,6
552,7
553,7
554,13
555,2
556,9
557,14
558,8
559,0
560,9
561,1
562,0
563,1
564,2
565,1
566,1
567,2
568,12
569,7
570,3
571,14
572,15
573,2
574,1
575,0
576,2
577,6
578,12
579,20
580,1
581,1
582,3
583,2
584,4
585,0
586,17
587,15
588,3
589,3
590,2
591,14
592,6
593,13
594,9
595,0
596,2
597,0
598,2
599,0
600,8
601,14
602,2
603,11
604,6
605,2
606,3
607,11
608,0
609,12
610,14
611,14
612,0
613,0
614,17
615,0
616,0
617,1
618,4
619,9
620,2
621,0
622,0
623,16
624,0
625,0
626,2
627,9
628,10
629,1
630,9
631,9
632,17
633,3
634,7
635,13
636,2
637,11
638,0
639,2
640,0
641,0
642,12
643,6
644,0
645,2
646,3
647,1
648,18
649,6
650,7
651,4
652,3
653,2
654,6
655,3
656,12
657,0
658,6
659,10
660,21
661,8
662,13
663,7
664,15
665,4
666,1
667,8
668,1
669,2
670,3
671,1
672,3
673,5
674,10
675,9
676,1
677,10
678,11
679,0
680,6
681,0
682,2
683,14
684,3
685,6
686,15
687,1
688,16
689,18
690,3
691,0
692,0
693,7
694,0
695,1
696,1
697,2
698,11
699,5
700,12
701,1
702,12
703,0
704,14
705,19
706,1
707,1
708,0
709,1
710,6
711,7
712,1
713,1
714,1
715,2
716,0
717,12
718,0
719,3
720,3
721,20
722,13
723,0
724,9
725,19
726,11
727,11
728,9
729,16
730,5
731,1
732,3
733,16
734,2
735,5
736,15
737,8
738,14
739,17
740,9
741,20
742,9
743,0
744,19
745,5
746,1
747,1
748,1
749,18
750,21
751,7
752,3
753,0
754,17
755,5
756,3
757,6
758,0
759,10
760,19
761,12
762,0
763,10
764,0
765,1
766,15
767,3
768,20
769,18
770,3
771,3
772,1
773,11
774,8
775,21
776,3
777,16
778,4
779,10
780,3
781,0
782,13
783,10
784,3
785,2
786,6
787,9
788,2
789,1
790,2
791,2
792,7
793,0
794,0
795,18
796,10
797,1
798,1
799,2
800,2
801,1
802,16
803,1
804,14
805,11
806,8
807,4
808,4
809,17
810,4
811,4
812,18
813,1
814,5
815,0
816,20
817,0
818,0
819,0
820,1
821,11
822,7
823,6
824,1
825,0
826,1
827,4
828,4
829,5
830,2
831,7
832,0
833,16
834,2
835,0
836,0
837,0
838,1
839,0
840,21
841,7
842,2
843,4
844,0
845,1
846,16
847,13
848,9
849,0
850,0
851,2
852,2
853,6
854,2
855,0
856,0
857,16
858,3
859,8
860,7
861,0
862,0
863,6
864,2
865,3
866,0
867,0
868,6
869,17
870,6
871,12
872,10
873,16
874,0
875,14
876,0
877,0
878,5
879,2
880,0
881,3
882,7
883,0
884,0
885,7
886,0
887,1
888,6
889,3
890,4
891,4
892,14
