userId,movieId
1,1
2,2
3,5
4,5
5,9
6,1
7,6
8,18
9,1
10,2
11,16
12,11
13,20
14,11
15,13
16,2
17,2
18,4
19,1
20,0
21,1
22,3
23,3
24,14
25,9
26,19
27,2
28,10
29,21
30,0
31,4
32,12
33,1
34,19
35,10
36,0
37,0
38,10
39,1
40,2
41,0
42,0
43,7
44,1
45,0
46,10
47,10
48,2
49,0
50,4
51,4
52,9
53,3
54,15
55,2
56,2
57,3
58,10
59,2
60,1
61,7
62,0
63,2
64,16
65,4
66,7
67,2
68,14
69,18
70,3
71,1
72,6
73,6
74,0
75,8
76,3
77,2
78,3
79,1
80,1
81,2
82,2
83,0
84,15
85,0
86,0
87,9
88,6
89,0
90,16
91,19
92,0
93,18
94,1
95,3
96,6
97,2
98,1
99,3
100,4
101,14
102,0
103,0
104,6
105,1
106,0
107,2
108,10
109,4
110,8
111,0
112,0
113,0
114,1
115,3
116,20
117,4
118,1
119,12
120,12
121,0
122,0
123,0
124,10
125,0
126,1
127,15
128,7
129,11
130,12
131,13
132,11
133,3
134,10
135,14
136,4
137,12
138,3
139,3
140,9
141,0
142,13
143,1
144,5
145,0
146,13
147,12
148,2
149,13
150,0
151,3
152,12
153,10
154,5
155,1
156,19
157,4
158,16
159,5
160,17
161,1
162,5
163,3
164,13
165,17
166,0
167,0
168,1
169,3
170,2
171,2
172,13
173,0
174,0
175,9
176,2
177,2
178,1
179,1
180,0
181,0
182,0
183,13
184,18
185,3
186,8
187,3
188,14
189,6
190,0
191,0
192,0
193,0
194,0
195,0
196,1
197,1
198,0
199,1
200,15
201,1
202,15
203,3
204,5
205,12
206,4
207,3
208,15
209,2
210,0
211,4
212,1
213,1
214,14
215,3
216,12
217,0
218,3
219,0
220,6
221,7
222,1
223,0
224,4
225,17
226,0
227,0
228,5
229,8
230,13
231,12
232,14
233,9
234,14
235,6
236,2
237,15
238,9
239,12
240,9
241,2
242,14
243,11
244,7
245,9
246,2
247,10
248,4
249,15
250,0
251,16
252,1
253,0
254,8
255,6
256,2
257,1
258,14
259,15
260,4
261,10
262,3
263,13
264,4
265,3
266,3
267,4
268,0
269,1
270,3
271,16
272,0
273,1
274,10
275,7
276,0
277,0
278,13
279,6
280,5
281,0
282,0
283,13
284,3
285,10
286,20
287,8
288,16
289,2
290,2
291,0
292,15
293,0
294,21
295,14
296,12
297,0
298,22
299,4
300,1
301,0
302,0
303,1
304,3
305,1
306,6
307,1
308,1
309,13
310,2
311,9
312,2
313,2
314,2
315,8
316,7
317,14
318,4
319,3
320,0
321,1
322,0
323,0
324,1
325,1
326,1
327,13
328,7
329,11
330,19
331,15
332,8
333,9
334,13
335,3
336,1
337,4
338,2
339,2
340,0
341,0
342,1
343,4
344,8
345,0
346,3
347,14
348,4
349,5
350,2
351,1
352,17
353,0
354,3
355,0
356,1
357,1
358,8
359,15
360,4
361,4
362,1
363,2
364,0
365,14
366,7
367,18
368,20
369,1
370,7
371,0
372,1
373,0
374,3
375,7
376,2
377,9
378,10
379,1
380,3
381,12
382,0
383,3
384,0
385,2
386,2
387,9
388,19
389,13
390,12
391,0
392,1
393,7
394,8
395,0
396,0
397,10
398,2
399,8
400,1
401,21
402,6
403,0
404,0
405,0
406,11
407,4
408,0
409,14
410,0
411,1
412,4
413,13
414,14
415,11
416,3
417,5
418,3
419,4
420,1
421,14
422,17
423,1
424,10
425,5
426,1
427,21
428,2
429,0
430,15
431,5
432,4
433,13
434,0
435,15
436,6
437,14
438,15
439,0
440,10
441,3
442,0
443,1
444,18
445,5
446,12
447,4
448,4
449,7
450,11
451,2
452,8
453,12
454,0
455,6
456,2
457,13
458,0
459,3
460,0
461,13
462,15
463,13
464,0
465,18
466,4
467,1
468,2
469,12
470,0
471,11
472,4
473,6
474,9
475,5
476,1
477,0
478,1
479,15
480,0
481,15
482,9
483,1
484,1
485,12
486,2
487,2
488,9
489,16
490,5
491,9
492,18
493,0
494,3
495,2
496,9
497,3
498,2
499,3
500,2
501,0
502,0
503,2
504,5
505,4
506,7
507,0
508,14
509,16
510,0
511,0
512,6
513,0
514,3
515,15
516,16
517,1
518,11
519,0
520,11
521,8
522,0
523,2
524,6
525,2
526,1
527,0
528,0
529,0
530,1
531,2
532,1
533,10
534,2
535,0
536,6
537,2
538,5
539,5
540,2
541,0
542,7
543,7
544,3
545,11
546,15
547,1
548,12
549,2
550,1
551,3
552,10
553,6
554,8
555,0
556,8
557,8
558,6
559,0
560,6
561,2
562,0
563,0
564,3
