userId,target_item,predicted_rating_top5
218.0,2588,2.7369020105048563
383.0,2588,2.4393299123782284
388.0,2588,2.8758845333185694
422.0,2588,3.7581388648539793
440.0,2588,1.9803827909222513
662.0,2588,3.5489210776749363
741.0,2588,4.111183582270787
775.0,2588,1.8990206435640213
856.0,2588,3.5489210776749363
907.0,2588,3.762379857544742
1210.0,2588,2.7116066085192365
1254.0,2588,2.8801255260093326
1507.0,2588,2.8758845333185694
1711.0,2588,2.8801255260093326
1811.0,2588,2.7849075528134595
1906.0,2588,2.4798414892461786
1984.0,2588,2.9214328106750136
2026.0,2588,3.5489210776749363
2034.0,2588,3.5489210776749363
2038.0,2588,2.888246747071951
2484.0,2588,3.480173819226553
2529.0,2588,2.597919487691143
2568.0,2588,3.0636533224957128
2581.0,2588,2.8758845333185694
2611.0,2588,3.5489210776749363
3069.0,2588,1.0
3260.0,2588,3.5489210776749363
3318.0,2588,2.949185477612793
3452.0,2588,2.888246747071951
3513.0,2588,2.1793363481314185
3592.0,2588,3.619156342040266
3664.0,2588,3.0636533224957128
3671.0,2588,2.8544355353166693
3858.0,2588,2.7369020105048563
4126.0,2588,2.8758845333185694
4222.0,2588,2.45893696487743
4329.0,2588,2.8758845333185694
4358.0,2588,3.0893433131883756
4450.0,2588,3.3411912964128394
4728.0,2588,2.8544355353166693
4877.0,2588,1.0
4896.0,2588,2.8544355353166693
4921.0,2588,2.7369020105048563
5015.0,2588,2.7369020105048563
5063.0,2588,2.7295708532931724
5066.0,2588,2.7369020105048563
5155.0,2588,2.1793363481314185
5352.0,2588,2.8062526836865276
5378.0,2588,2.8758845333185694
5452.0,2588,2.599809854858167
5626.0,2588,2.2301121251991853
5749.0,2588,2.8544355353166693
5763.0,2588,2.45893696487743
5768.0,2588,2.7369020105048563
5843.0,2588,2.8801255260093326
5952.0,2588,2.9503607903746625
6034.0,2588,2.8544355353166693
6103.0,2588,2.8062526836865276
6112.0,2588,2.7399676904337498
6122.0,2588,3.3411912964128394
6256.0,2588,2.4798414892461786
6302.0,2588,3.5489210776749363
6355.0,2588,2.8801255260093326
6369.0,2588,2.459652019282584
6385.0,2588,2.2301121251991853
6624.0,2588,2.7399676904337498
6704.0,2588,2.8544355353166693
7194.0,2588,2.1793363481314185
7292.0,2588,3.5489210776749363
7296.0,2588,2.8544355353166693
7430.0,2588,1.0
7479.0,2588,3.5489210776749363
7541.0,2588,2.8544355353166693
7554.0,2588,3.5489210776749363
7744.0,2588,2.3199544420637164
7780.0,2588,2.888246747071951
8405.0,2588,2.0827467423605155
8497.0,2588,2.8758845333185694
8556.0,2588,2.8758845333185694
8644.0,2588,2.7116066085192365
8692.0,2588,2.6047061712696755
8882.0,2588,2.7399676904337498
9055.0,2588,2.597919487691143
9087.0,2588,2.7116066085192365
9118.0,2588,2.45893696487743
9544.0,2588,2.7369020105048563
9545.0,2588,2.7116066085192365
9628.0,2588,2.8758845333185694
10021.0,2588,2.4798414892461786
10417.0,2588,2.180971919250003
10426.0,2588,3.5489210776749363
10457.0,2588,2.8544355353166693
10481.0,2588,2.7399676904337498
10514.0,2588,2.9246707996819996
10591.0,2588,2.8758845333185694
10616.0,2588,2.521841072031076
10781.0,2588,2.8544355353166693
10789.0,2588,3.0636533224957128
10807.0,2588,2.7295708532931724
11237.0,2588,2.0419893633002744
11570.0,2588,2.8544355353166693
11599.0,2588,2.3330223078500714
11900.0,2588,2.180405912411604
12131.0,2588,2.7295708532931724
12265.0,2588,2.8544355353166693
12384.0,2588,2.7369020105048563
12710.0,2588,2.597919487691143
12730.0,2588,2.8544355353166693
12951.0,2588,2.8758845333185694
13002.0,2588,3.5489210776749363
13174.0,2588,3.0636533224957128
13399.0,2588,2.597919487691143
13494.0,2588,2.8758845333185694
13623.0,2588,2.039178479139604
