userId,target_item,predicted_rating_top5,predicted_rating_top10,absolute_difference
218.0,2588,2.7369020105048563,2.6952266069567,0.04167540354815635
383.0,2588,2.4393299123782284,3.5292020172021488,1.0898721048239204
388.0,2588,2.8758845333185694,3.072798158812164,0.1969136254935946
422.0,2588,3.7581388648539793,1.4285920134012244,2.329546851452755
440.0,2588,1.9803827909222513,3.888870838730451,1.9084880478081998
662.0,2588,3.5489210776749363,1.3435175008140676,2.205403576860869
741.0,2588,4.111183582270787,3.1064241868296767,1.00475939544111
775.0,2588,1.8990206435640213,1.0,0.8990206435640213
856.0,2588,3.5489210776749363,2.233487923164857,1.3154331545100795
907.0,2588,3.762379857544742,2.0320822367522573,1.7302976207924847
1210.0,2588,2.7116066085192365,2.6839192164449597,0.02768739207427684
1254.0,2588,2.8801255260093326,3.3552314820777163,0.4751059560683837
1507.0,2588,2.8758845333185694,3.52268032380806,0.6467957904894908
1711.0,2588,2.8801255260093326,2.9727946065334843,0.09266908052415168
1811.0,2588,2.7849075528134595,2.9534658758038024,0.1685583229903429
1906.0,2588,2.4798414892461786,2.9993841174819895,0.5195426282358109
1984.0,2588,2.9214328106750136,1.0,1.9214328106750136
2026.0,2588,3.5489210776749363,2.233487923164857,1.3154331545100795
2034.0,2588,3.5489210776749363,1.3435175008140676,2.205403576860869
2038.0,2588,2.888246747071951,1.6679025660617661,1.220344181010185
2484.0,2588,3.480173819226553,2.4052281734981316,1.0749456457284214
2529.0,2588,2.597919487691143,2.638711955186717,0.04079246749557397
2568.0,2588,3.0636533224957128,2.4173435493696425,0.6463097731260703
2581.0,2588,2.8758845333185694,2.751741258726683,0.12414327459188623
2611.0,2588,3.5489210776749363,2.233487923164857,1.3154331545100795
3069.0,2588,1.0,3.531028184155652,2.531028184155652
3260.0,2588,3.5489210776749363,1.3435175008140676,2.205403576860869
3318.0,2588,2.949185477612793,4.086872591275527,1.137687113662734
3452.0,2588,2.888246747071951,2.212735297880203,0.675511449191748
3513.0,2588,2.1793363481314185,1.2601410991809796,0.9191952489504389
3592.0,2588,3.619156342040266,2.2620477839820303,1.3571085580582358
3664.0,2588,3.0636533224957128,2.4173435493696425,0.6463097731260703
3671.0,2588,2.8544355353166693,2.3322690367824856,0.5221664985341836
3858.0,2588,2.7369020105048563,2.6952266069567,0.04167540354815635
4126.0,2588,2.8758845333185694,2.751741258726683,0.12414327459188623
4222.0,2588,2.45893696487743,2.582197303416734,0.12326033853930385
4329.0,2588,2.8758845333185694,1.861770836375894,1.0141136969426754
4358.0,2588,3.0893433131883756,3.440305994664873,0.35096268147649745
4450.0,2588,3.3411912964128394,1.2590480580912748,2.0821432383215646
4728.0,2588,2.8544355353166693,2.3322690367824856,0.5221664985341836
4877.0,2588,1.0,5.0,4.0
4896.0,2588,2.8544355353166693,2.3322690367824856,0.5221664985341836
4921.0,2588,2.7369020105048563,2.6952266069567,0.04167540354815635
5015.0,2588,2.7369020105048563,3.0162835070421807,0.27938149653732447
5063.0,2588,2.7295708532931724,2.8756976304344675,0.14612677714129507
5066.0,2588,2.7369020105048563,2.6952266069567,0.04167540354815635
5155.0,2588,2.1793363481314185,1.2601410991809796,0.9191952489504389
5352.0,2588,2.8062526836865276,2.8027054089364896,0.003547274750038021
5378.0,2588,2.8758845333185694,2.751741258726683,0.12414327459188623
5452.0,2588,2.599809854858167,2.5171953289190214,0.08261452593914553
5626.0,2588,2.2301121251991853,5.0,2.7698878748008147
5749.0,2588,2.8544355353166693,2.3322690367824856,0.5221664985341836
5763.0,2588,2.45893696487743,2.582197303416734,0.12326033853930385
5768.0,2588,2.7369020105048563,2.6952266069567,0.04167540354815635
5843.0,2588,2.8801255260093326,2.9727946065334843,0.09266908052415168
5952.0,2588,2.9503607903746625,3.0013544673506583,0.05099367697599577
6034.0,2588,2.8544355353166693,2.3322690367824856,0.5221664985341836
6103.0,2588,2.8062526836865276,2.8849951185484124,0.07874243486188481
6112.0,2588,2.7399676904337498,2.0462429831475797,0.6937247072861701
6122.0,2588,3.3411912964128394,2.1490184804420642,1.1921728159707752
6256.0,2588,2.4798414892461786,2.9993841174819895,0.5195426282358109
6302.0,2588,3.5489210776749363,1.3435175008140676,2.205403576860869
6355.0,2588,2.8801255260093326,3.3552314820777163,0.4751059560683837
6369.0,2588,2.459652019282584,2.0981772523396742,0.3614747669429099
6385.0,2588,2.2301121251991853,3.444127504614992,1.2140153794158066
6624.0,2588,2.7399676904337498,1.4577416456002648,1.282226044833485
6704.0,2588,2.8544355353166693,2.3322690367824856,0.5221664985341836
7194.0,2588,2.1793363481314185,1.9677710992228241,0.2115652489085944
7292.0,2588,3.5489210776749363,2.233487923164857,1.3154331545100795
7296.0,2588,2.8544355353166693,2.3322690367824856,0.5221664985341836
7430.0,2588,1.0,4.957259150465942,3.9572591504659416
7479.0,2588,3.5489210776749363,2.233487923164857,1.3154331545100795
7541.0,2588,2.8544355353166693,2.3322690367824856,0.5221664985341836
7554.0,2588,3.5489210776749363,1.3435175008140676,2.205403576860869
7744.0,2588,2.3199544420637164,3.8150431565697076,1.4950887145059912
7780.0,2588,2.888246747071951,2.212735297880203,0.675511449191748
8405.0,2588,2.0827467423605155,3.341721940274711,1.2589751979141957
8497.0,2588,2.8758845333185694,2.751741258726683,0.12414327459188623
8556.0,2588,2.8758845333185694,2.751741258726683,0.12414327459188623
8644.0,2588,2.7116066085192365,2.723070690863055,0.011464082343818571
