userId,PC1,PC2,PC3,target_item
218,-0.03444518564779001,0.12916008882832797,-0.0661550423633642,2588
383,0.15498787193695693,-0.35184103564453334,1.0593884347701987,2588
388,-0.15417024921988007,0.5765007554874094,-0.01619909359489188,2588
422,-1.094952361040314,0.05822717147351918,-0.20134954317150716,2588
440,0.40494910796186623,-1.1579453831565198,1.9752003677855783,2588
662,-0.9923465605877522,-0.3265167064159835,-0.004285978321723145,2588
741,-1.6142107163446837,1.2333942451986382,0.8205739118361961,2588
768,0.16520017309956647,-0.6143432176527861,-0.5794465503489885,2588
775,0.5660170584043774,-1.2195231629203271,-1.2699988434390665,2588
856,-0.3554734508358796,-0.09972529611751374,0.022019923978723727,2588
907,-1.1793767529821801,0.1051653175200602,0.4396269260748509,2588
982,-0.051564448767318305,0.19175687759790672,0.18086447125489213,2588
1210,-0.022778367434025885,0.02559934432518551,0.014431493414273813,2588
1254,-0.18703019239442792,0.43168202393604377,0.44391290439657405,2588
1419,-0.051564448767318305,0.19175687759790672,0.18086447125489213,2588
1507,-0.22642512317550834,0.8452007872376404,0.23723791360640165,2588
1711,-0.09620290245813276,0.19868305617374524,0.2036477066783455,2588
1763,-0.051564448767318305,0.19175687759790672,0.18086447125489213,2588
1811,-0.09486403347046912,0.19400107778249587,0.18766208535224926,2588
1815,-0.12381932272294656,0.46045690934813766,0.43430147845618566,2588
1906,0.1102382192510323,-0.3152243936814641,0.5377035457728947,2588
1959,-0.051564448767318305,0.19175687759790672,0.18086447125489213,2588
1984,-0.4897095797740412,-1.4745164564554838,-1.1844669805570833,2588
2026,-0.3554734508358796,-0.09972529611751374,0.022019923978723727,2588
2034,-0.9923465605877522,-0.3265167064159835,-0.004285978321723145,2588
2038,-0.7261510024776451,-0.2518376247707171,-0.020775552829397893,2588
2084,-0.12381932272294656,0.46045690934813766,0.43430147845618566,2588
2484,-0.1788539444737706,-0.17526065342852007,0.09267602526089565,2588
2529,0.033715429156981745,-0.12642370023284677,0.06475348012305562,2588
2568,-0.2134007609092591,0.7015602639868965,-0.7374826998475215,2588
2581,-0.10260580045256178,0.3847438778895027,-0.19706356484978402,2588
2611,-0.3554734508358796,-0.09972529611751374,0.022019923978723727,2588
2661,-0.051564448767318305,0.19175687759790672,0.18086447125489213,2588
2925,-0.12381932272294656,0.46045690934813766,0.43430147845618566,2588
3069,0.709308781604549,0.19899103046355215,-0.043938374051975274,2588
3218,-0.12381932272294656,0.46045690934813766,0.43430147845618566,2588
3260,-0.9923465605877522,-0.3265167064159835,-0.004285978321723145,2588
3295,-0.6368731097518726,-0.2267914102984698,-0.02630590230044687,2588
3318,0.3065367554273038,0.9346307084767154,0.17903838123198143,2588
3353,-0.6368731097518726,-0.2267914102984698,-0.02630590230044687,2588
3452,-0.3362624089991451,-0.11299774816056195,-0.004671291099616314,2588
3513,0.3876924393954954,-0.8847194284576232,-0.909498657896419,2588
3592,-0.38991863648366965,0.02943479271081422,-0.044135118384640466,2588
3664,-0.2134007609092591,0.7015602639868965,-0.7374826998475215,2588
3671,-0.11079496045669732,0.3168163860973938,-0.5404191349977374,2588
3858,-0.03444518564779001,0.12916008882832797,-0.0661550423633642,2588
3907,-0.12381932272294656,0.46045690934813766,0.43430147845618566,2588
4126,-0.10260580045256178,0.3847438778895027,-0.19706356484978402,2588
4222,0.1018760439617535,-0.3820074892940215,0.19566200260947544,2588
4329,-0.7394789102044343,0.1579524675910329,-0.22336946715023087,2588
4358,-0.2896359928469897,0.8164259018255464,0.24684933954679003,2588
4450,-0.8904705166259986,-0.708524195710005,0.1913760242877523,2588
4618,-0.04334955995792609,0.053984011992367076,0.0285170223836545,2588
4728,-0.11079496045669732,0.3168163860973938,-0.5404191349977374,2588
4877,2.8204653770414643,0.8904362659565379,-0.039191695157959415,2588
4896,-0.11079496045669732,0.3168163860973938,-0.5404191349977374,2588
