userId,target_item,predicted_rating_top10
218.0,2588,2.6952266069567
383.0,2588,3.5292020172021488
388.0,2588,3.072798158812164
422.0,2588,1.4285920134012244
440.0,2588,3.888870838730451
662.0,2588,1.3435175008140676
741.0,2588,3.1064241868296767
768.0,2588,1.6380771512373182
775.0,2588,1.0
856.0,2588,2.233487923164857
907.0,2588,2.0320822367522573
982.0,2588,2.9877236462250067
1210.0,2588,2.6839192164449597
1254.0,2588,3.3552314820777163
1419.0,2588,2.9877236462250067
1507.0,2588,3.52268032380806
1711.0,2588,2.9727946065334843
1763.0,2588,2.9877236462250067
1811.0,2588,2.9534658758038024
1815.0,2588,3.4376058112209034
1906.0,2588,2.9993841174819895
1959.0,2588,2.9877236462250067
1984.0,2588,1.0
2026.0,2588,2.233487923164857
2034.0,2588,1.3435175008140676
2038.0,2588,1.6679025660617661
2084.0,2588,3.4376058112209034
2484.0,2588,2.4052281734981316
2529.0,2588,2.638711955186717
2568.0,2588,2.4173435493696425
2581.0,2588,2.751741258726683
2611.0,2588,2.233487923164857
2661.0,2588,2.9877236462250067
2925.0,2588,3.4376058112209034
3069.0,2588,3.531028184155652
3218.0,2588,3.4376058112209034
3260.0,2588,1.3435175008140676
3295.0,2588,1.776696323788737
3318.0,2588,4.086872591275527
3353.0,2588,1.776696323788737
3452.0,2588,2.212735297880203
3513.0,2588,1.2601410991809796
3592.0,2588,2.2620477839820303
3664.0,2588,2.4173435493696425
3671.0,2588,2.3322690367824856
3858.0,2588,2.6952266069567
3907.0,2588,3.4376058112209034
4126.0,2588,2.751741258726683
4222.0,2588,2.582197303416734
4329.0,2588,1.861770836375894
4358.0,2588,3.440305994664873
4450.0,2588,1.2590480580912748
4618.0,2588,2.705818220557622
4728.0,2588,2.3322690367824856
4877.0,2588,5.0
4896.0,2588,2.3322690367824856
4921.0,2588,2.6952266069567
5015.0,2588,3.0162835070421807
5063.0,2588,2.8756976304344675
5066.0,2588,2.6952266069567
5155.0,2588,1.2601410991809796
5314.0,2588,2.5378414812291106
5352.0,2588,2.8027054089364896
5378.0,2588,2.751741258726683
5452.0,2588,2.5171953289190214
5504.0,2588,2.748956455751449
5582.0,2588,3.411194519244047
5622.0,2588,4.50085998288092
5626.0,2588,5.0
5749.0,2588,2.3322690367824856
5763.0,2588,2.582197303416734
5768.0,2588,2.6952266069567
5784.0,2588,2.321529055607174
5843.0,2588,2.9727946065334843
5952.0,2588,3.0013544673506583
6034.0,2588,2.3322690367824856
6103.0,2588,2.8849951185484124
6112.0,2588,2.0462429831475797
6122.0,2588,2.1490184804420642
6236.0,2588,2.5378414812291106
6256.0,2588,2.9993841174819895
6302.0,2588,1.3435175008140676
6355.0,2588,3.3552314820777163
6369.0,2588,2.0981772523396742
6385.0,2588,3.444127504614992
6624.0,2588,1.4577416456002648
6704.0,2588,2.3322690367824856
6988.0,2588,2.5378414812291106
7188.0,2588,2.490393016685391
7194.0,2588,1.9677710992228241
7201.0,2588,2.622857837716733
7292.0,2588,2.233487923164857
7296.0,2588,2.3322690367824856
7430.0,2588,4.957259150465942
7479.0,2588,2.233487923164857
7541.0,2588,2.3322690367824856
7554.0,2588,1.3435175008140676
7699.0,2588,2.9877236462250067
7729.0,2588,1.776696323788737
7744.0,2588,3.8150431565697076
7780.0,2588,2.212735297880203
7808.0,2588,2.5378414812291106
7820.0,2588,2.5378414812291106
8013.0,2588,3.0491036216837584
8405.0,2588,3.341721940274711
8497.0,2588,2.751741258726683
8556.0,2588,2.751741258726683
8644.0,2588,2.723070690863055
8647.0,2588,2.532618342633991
8655.0,2588,3.0491036216837584
8692.0,2588,2.777012423915488
8751.0,2588,3.4376058112209034
8882.0,2588,2.936213405498369
9055.0,2588,2.638711955186717
9087.0,2588,2.5942454259526397
9118.0,2588,2.582197303416734
9544.0,2588,2.6952266069567
9545.0,2588,2.723070690863055
9579.0,2588,2.9877236462250067
9628.0,2588,2.751741258726683
9666.0,2588,2.9877236462250067
9797.0,2588,3.411194519244047
10021.0,2588,2.9993841174819895
10412.0,2588,2.532618342633991
10417.0,2588,2.4691679998767677
10426.0,2588,1.2146922359036518
10457.0,2588,2.3322690367824856
10481.0,2588,2.8073881405879533
10514.0,2588,3.131767962681036
10534.0,2588,2.5387920923602563
10560.0,2588,2.9877236462250067
10591.0,2588,2.751741258726683
10616.0,2588,2.470171287626194
10781.0,2588,2.3322690367824856
10789.0,2588,4.796369647827718
10807.0,2588,2.5546407303489866
10916.0,2588,3.4376058112209034
10940.0,2588,3.0491036216837584
11237.0,2588,2.4126533346326413
11431.0,2588,1.776696323788737
11434.0,2588,2.5378414812291106
11558.0,2588,1.776696323788737
11570.0,2588,1.442298614431696
11599.0,2588,2.538580222074853
11818.0,2588,2.0879593162332144
11900.0,2588,2.668989433758661
12036.0,2588,5.0
12131.0,2588,2.5546407303489866
12158.0,2588,3.4376058112209034
12265.0,2588,2.3322690367824856
12273.0,2588,1.0
12384.0,2588,2.6952266069567
12710.0,2588,2.638711955186717
12730.0,2588,2.3322690367824856
12750.0,2588,3.411194519244047
12753.0,2588,1.188194986241422
12928.0,2588,4.50085998288092
12951.0,2588,2.751741258726683
12954.0,2588,2.0879593162332144
13002.0,2588,2.233487923164857
13103.0,2588,1.776696323788737
13174.0,2588,3.188282614451019
13196.0,2588,3.4376058112209034
13244.0,2588,2.5808249650384947
13399.0,2588,2.638711955186717
13494.0,2588,2.751741258726683
13623.0,2588,1.0
13629.0,2588,2.5546407303489866
13700.0,2588,2.4458469726220162
13730.0,2588,1.3435175008140676
13944.0,2588,3.0819530949463383
13952.0,2588,3.9560272510624834
13955.0,2588,2.9877236462250067
13965.0,2588,2.9993841174819895
14022.0,2588,2.3322690367824856
14032.0,2588,2.705818220557622
14041.0,2588,3.505747569908433
14122.0,2588,1.776696323788737
14166.0,2588,3.6664991451639497
14280.0,2588,1.1037255435186295
14305.0,2588,2.638711955186717
14331.0,2588,2.5378414812291106
14345.0,2588,2.7202539650374864
14478.0,2588,2.243109379322692
14506.0,2588,3.4376058112209034
14627.0,2588,2.4126533346326413
14808.0,2588,2.233487923164857
14867.0,2588,2.638711955186717
14994.0,2588,2.662518251076714
15094.0,2588,1.4285920134012244
15223.0,2588,4.50085998288092
15452.0,2588,2.3322690367824856
15497.0,2588,2.9877236462250067
15613.0,2588,2.638711955186717
15616.0,2588,2.653325936867966
15645.0,2588,2.3322690367824856
15657.0,2588,2.3322690367824856
15661.0,2588,1.3435175008140676
15709.0,2588,2.936213405498369
15812.0,2588,2.5546407303489866
15813.0,2588,2.6839192164449597
15833.0,2588,2.9993841174819895
15911.0,2588,2.723070690863055
15974.0,2588,1.3435175008140676
16005.0,2588,3.246628758352233
16031.0,2588,2.748956455751449
16041.0,2588,3.6664991451639497
16046.0,2588,2.7069235830732103
16050.0,2588,1.776696323788737
16128.0,2588,3.3552314820777163
16161.0,2588,2.3322690367824856
16203.0,2588,2.705818220557622
16204.0,2588,2.9993841174819895
16275.0,2588,2.751741258726683
16310.0,2588,3.6913720924676925
16383.0,2588,4.905463201665766
16394.0,2588,2.751741258726683
16452.0,2588,3.4376058112209034
16485.0,2588,2.465261059726927
16509.0,2588,1.3435175008140676
16612.0,2588,3.4376058112209034
16614.0,2588,2.643435972789621
16643.0,2588,2.777012423915488
16691.0,2588,5.0
16701.0,2588,5.0
16732.0,2588,1.2590480580912748
16936.0,2588,2.638711955186717
16938.0,2588,3.755147845310109
17022.0,2588,2.638711955186717
17031.0,2588,2.751741258726683
17042.0,2588,3.503073393202843
17127.0,2588,2.653325936867966
17133.0,2588,2.212735297880203
17173.0,2588,2.6192182815958067
17176.0,2588,4.126170547159093
17183.0,2588,2.356138682862658
17244.0,2588,2.6952266069567
17455.0,2588,2.63647075190124
17485.0,2588,1.3435175008140676
17602.0,2588,3.0528369679317167
17738.0,2588,1.776696323788737
17781.0,2588,2.9877236462250067
17801.0,2588,5.0
17808.0,2588,2.777012423915488
17818.0,2588,2.751741258726683
17851.0,2588,2.6952266069567
17893.0,2588,2.9727946065334843
17989.0,2588,2.8663617874256104
18073.0,2588,3.444127504614992
18094.0,2588,2.4136566358562113
18115.0,2588,2.321529055607174
18152.0,2588,1.776696323788737
18177.0,2588,1.527373127018853
18191.0,2588,3.4376058112209034
18196.0,2588,2.0879593162332144
18197.0,2588,2.3322690367824856
18307.0,2588,1.3435175008140676
18338.0,2588,2.5378414812291106
18390.0,2588,4.962025579618757
18543.0,2588,1.0
18548.0,2588,2.7491181900385295
18588.0,2588,1.9885369141178708
18604.0,2588,1.776696323788737
18611.0,2588,2.5546407303489866
18671.0,2588,2.5256826516467505
18796.0,2588,3.847233493335513
18805.0,2588,2.3322690367824856
18992.0,2588,2.5546407303489866
19107.0,2588,2.9727946065334843
19163.0,2588,2.18578379467682
19290.0,2588,3.103208101863862
19318.0,2588,2.9877236462250067
19410.0,2588,2.359418475033878
19566.0,2588,2.3322690367824856
19585.0,2588,2.723070690863055
19711.0,2588,3.52268032380806
19969.0,2588,2.5546407303489866
20111.0,2588,2.6952266069567
20117.0,2588,2.638711955186717
20134.0,2588,2.751741258726683
20159.0,2588,2.233487923164857
20192.0,2588,2.705818220557622
20204.0,2588,4.344498919567979
20383.0,2588,3.2401070649581443
20434.0,2588,3.0491036216837584
20456.0,2588,2.582197303416734
20515.0,2588,1.3435175008140676
20625.0,2588,2.3322690367824856
20685.0,2588,2.5546407303489866
20845.0,2588,2.0879593162332144
21024.0,2588,3.6597188121357203
21070.0,2588,2.4045318185693176
21078.0,2588,2.751741258726683
21132.0,2588,3.3552314820777163
21310.0,2588,2.5546407303489866
21375.0,2588,2.4691679998767677
21408.0,2588,2.9727946065334843
21478.0,2588,3.4376058112209034
21510.0,2588,2.085992956599098
21561.0,2588,1.0869832456288206
21714.0,2588,2.7475553855892976
21737.0,2588,1.3435175008140676
21861.0,2588,1.6380771512373182
21909.0,2588,2.9877236462250067
22025.0,2588,3.4376058112209034
22188.0,2588,1.3435175008140676
22195.0,2588,1.3435175008140676
22213.0,2588,2.4691679998767677
22265.0,2588,2.0879593162332144
22345.0,2588,5.0
22501.0,2588,1.0091197914570267
22610.0,2588,1.776696323788737
22628.0,2588,3.855413249403351
22697.0,2588,2.5546407303489866
22705.0,2588,2.4691679998767677
22762.0,2588,2.233487923164857
22899.0,2588,1.776696323788737
22901.0,2588,2.940275181681287
22955.0,2588,2.6192182815958067
22987.0,2588,1.0
23034.0,2588,1.3435175008140676
23059.0,2588,2.705818220557622
