movieId,avg_rating
1,3.9212396
2,3.2119768
3,3.1510406
4,2.8613932
5,3.0645916
6,3.8349304
7,3.3664842
8,3.1420496
9,3.0049243
10,3.4300294
11,3.6677127
12,2.619766
13,3.272416
14,3.4320824
15,2.7219932
16,3.7874556
17,3.968573
18,3.3736305
19,2.6074123
20,2.8807542
21,3.5816884
22,3.3193996
23,3.1482353
24,3.1998494
25,3.6895096
26,3.6288567
27,3.41352
28,4.057546
29,3.95223
30,3.63388
31,3.2503445
32,3.8980546
33,3.0076923
34,3.643094
35,3.5016744
36,3.942717
37,3.017647
38,2.8577898
39,3.4136322
40,3.6467268
41,3.8521006
42,3.0551276
43,3.468456
44,2.6538749
45,3.3843613
46,3.274883
47,4.0534925
48,2.9461138
49,3.5847456
50,4.334372
51,2.5555556
52,3.5411482
53,3.6966667
54,2.8546026
55,3.241214
56,1.8714286
57,3.3245182
58,3.9783964
59,3.5602095
60,3.1144464
61,3.323104
62,3.7318249
63,3.066624
64,2.8298178
65,2.394223
66,2.144243
67,3.35
68,3.4369953
69,3.5606344
70,3.2774544
71,2.3552125
72,3.502439
73,3.8067682
74,3.3022196
75,2.4623656
76,3.0090237
77,3.4298642
78,3.1806688
79,3.1285455
80,3.7243478
81,3.267373
82,4.0049253
83,3.6531987
84,3.4177215
85,3.5311348
86,3.483403
87,2.359631
88,3.1076274
89,3.1398213
90,3.3574767
92,2.8541033
93,2.5287385
94,3.5269232
95,3.0946436
96,3.6873705
97,3.996434
98,2.4876542
99,3.105372
100,3.2213852
101,3.786296
102,2.429468
103,3.2691967
104,3.4170806
105,3.3262994
106,3.4440298
107,3.2153387
108,3.092
109,2.0625
110,4.042534
111,4.1105757
112,3.4125736
113,3.1092746
114,3.6194332
115,3.4078948
116,3.9373024
117,3.5893986
118,3.0110035
119,2.7727273
120,2.8809524
121,3.7532856
122,2.8676698
123,3.9692507
124,3.4984326
125,3.755685
126,2.3121367
127,3.2560976
128,3.5
129,3.163158
130,3.1153846
131,3.291237
132,2.7731984
133,2.6052632
134,3.6527777
135,2.9980175
136,3.5490196
137,3.2853982
138,3.2846715
139,3.0731707
140,3.2938104
141,3.512216
142,3.0609756
143,2.142857
144,3.4771366
145,3.2507725
146,2.912069
147,3.5829287
148,2.8893557
149,3.694317
150,3.8685977
151,3.5390377
152,3.1044548
153,2.8947272
154,3.8019934
155,3.4079154
156,3.5279615
157,2.7846687
158,2.932
159,3.4169483
160,2.6047444
161,3.744202
162,4.009925
163,3.445395
164,3.4635851
165,3.4890246
166,2.7876923
167,3.164557
168,3.0846987
169,2.2836509
170,3.1975873
171,3.6030133
172,2.7326066
173,2.5382845
174,2.4559793
175,3.5076027
176,3.854634
177,2.885912
178,3.388
179,2.7506104
180,3.587262
181,1.9290019
182,3.0918221
183,3.364821
184,3.1036584
185,3.1104274
186,2.8917305
187,3.4512196
188,3.342474
189,3.0014882
190,3.566146
191,2.6760817
192,3.0246913
193,2.2340567
194,3.8496716
195,3.089451
196,2.8502715
197,3.0681818
198,3.417095
199,3.783641
200,2.8362832
201,3.0273972
202,2.9832904
203,3.1474488
204,2.94913
205,3.5158672
206,3.4783237
207,3.3715367
208,2.8520973
209,2.8355706
210,2.8890042
211,3.595855
212,2.5782998
213,4.0384617
214,4.04724
215,3.8389118
216,3.2602084
217,2.730276
218,3.2934322
219,3.6248026
220,2.4018183
222,3.5371983
223,3.8695505
224,3.444587
225,3.2883036
226,2.8372092
227,3.06875
228,2.6873684
229,3.562809
230,3.5911586
231,2.95247
232,4.0356097
233,3.5237205
234,2.6797185
235,3.663652
236,3.31535
237,3.2245407
238,3.1690648
239,3.0547514
240,2.909797
241,3.0320284
242,3.3866172
243,2.5307517
244,2.3807018
245,2.9764705
246,4.0428967
247,3.8404505
248,3.0256248
249,3.6821213
250,2.985426
251,3.0502577
252,3.222702
253,3.4966447
254,2.8934817
255,2.2876966
256,2.7282102
257,3.4128838
258,2.6467836
259,3.0756514
260,4.190672
261,3.6289186
262,3.7760255
263,3.7316456
264,3.345912
265,3.9272652
266,3.4962587
267,2.8784282
268,3.3070054
269,3.4775
270,3.1737642
271,3.330549
272,3.751747
273,3.135035
274,2.8712955
275,2.7247443
276,2.9862611
277,3.423359
278,3.0216076
279,3.6997864
280,3.7257054
281,3.6704776
282,3.4209707
283,3.0797415
284,2.8888888
285,2.3313954
286,2.0412843
287,3.244681
288,3.2303474
289,3.3460214
290,3.9952993
291,2.276677
292,3.414368
293,4.0505733
294,3.1762633
295,2.7974415
296,4.174231
297,3.1146617
298,3.5040984
299,3.7288651
300,3.6666908
301,3.5277185
302,3.75
303,3.0401728
304,3.198895
305,2.7060368
306,4.0895615
307,3.9931846
308,3.9132495
309,3.6361656
310,2.7673469
311,2.6604939
312,2.6203773
313,3.0238705
314,3.8490543
315,2.9020512
316,3.354225
317,3.1460793
318,4.4469905
319,3.7844708
320,3.2492163
321,3.7619307
322,3.697254
324,3.686567
325,2.6462355
326,4.0810204
327,2.8063276
328,3.1530697
329,3.329628
330,2.8082683
331,3.285331
332,2.7609112
333,3.3484766
334,3.8192918
335,3.2632241
336,2.8508475
337,3.7558303
338,2.9947333
339,3.5003445
340,3.3752556
341,3.59375
342,3.509966
343,2.6461456
344,2.9823418
345,3.649583
346,3.4291408
347,3.412127
348,3.700734
349,3.660309
350,3.4674098
351,3.304745
352,3.259866
353,3.5135863
354,3.1576395
355,2.4334943
356,4.0290003
357,3.6511066
358,3.24945
359,3.2924187
360,2.7336981
361,3.3380733
362,3.3971686
363,3.9937792
364,3.77909
365,3.1769862
366,2.9562404
367,3.174718
368,3.4107373
369,3.3151786
370,2.955508
371,3.2586367
372,3.25206
373,3.7819676
374,2.4247735
375,3.2716537
376,3.2816098
377,3.493203
378,3.1270282
379,2.7235832
380,3.491149
381,3.404264
382,3.0356154
383,3.1953235
384,2.976005
385,3.5703125
386,2.8193278
387,2.666191
388,3.5544465
389,3.4875622
390,3.4305897
391,3.1580796
392,3.3127272
393,1.867222
394,3.3333333
395,3.0769231
396,2.5
397,2.1847825
398,3.3823528
399,2.25
400,2.517857
401,3.2368422
402,2.925
403,1.8461539
404,3.2962964
405,2.4500563
406,3.0833333
407,3.145
408,3.238497
409,3.023202
410,2.9920776
411,2.7743363
412,3.568237
413,2.79828
414,2.6236994
415,2.8197079
416,2.705468
417,3.5162072
418,2.7058394
419,2.4929547
420,2.749866
421,3.3083525
422,3.2411473
423,3.0080295
424,2.7142856
425,3.4795918
426,3.1134582
427,2.541092
428,3.8195772
429,2.360418
430,2.327381
431,3.6950593
432,2.7354708
433,2.923913
434,3.0573375
435,2.593559
436,2.6073446
437,2.6160762
438,2.7120492
439,2.5660377
440,3.6039798
441,3.685252
442,3.0436172
443,3.3483815
444,2.4226327
445,2.8864236
446,3.89379
447,2.5067265
448,3.5612347
449,3.4736843
450,3.359791
451,3.0636792
452,3.560216
453,3.1106336
454,3.495387
455,2.6234472
456,3.8415682
457,3.98569
458,3.1612904
459,2.7710788
460,2.4342825
461,3.345686
462,2.6157637
463,2.8
464,2.9231503
465,3.2676349
466,2.9145033
467,3.383266
468,3.318293
469,3.2728693
470,2.139309
471,3.6641817
472,2.8891928
473,2.3071847
474,3.732507
475,3.9253001
476,3.0152838
477,3.5492942
478,2.4277978
479,2.9207318
480,3.6647408
481,3.3337686
482,3.431701
483,3.7904599
484,2.8004262
485,2.7787435
486,2.6802325
487,2.619512
488,3.4078948
489,2.7686346
490,3.355296
491,3.4144218
492,3.652439
493,3.6135442
494,3.3614438
495,3.4502296
496,3.2893462
497,3.894189
498,2.80291
499,2.763614
500,3.3862672
501,3.8313127
502,2.2840471
503,3.1
504,2.971831
505,2.5378964
506,3.486225
507,3.5105166
508,3.8149981
509,3.6899462
510,2.7428896
511,3.1471472
512,2.9188862
513,2.9361887
514,3.4597309
515,3.9050276
516,3.0881667
517,3.133768
518,2.6943536
519,2.1969035
520,3.040169
521,3.3265445
522,3.5537975
523,3.650108
524,3.5381389
525,3.3808138
526,3.1807692
527,4.310175
528,2.7875137
529,3.8507578
530,3.109375
531,3.5390804
532,3.057138
533,2.9331176
534,3.8934073
535,3.7778873
536,3.2796495
537,3.161469
538,3.710449
539,3.518417
540,2.7167711
541,4.1337056
542,2.8643656
543,3.236354
544,2.9278138
545,2.58
546,2.0803926
547,2.819083
548,2.9139993
549,3.8913794
550,3.0819745
551,3.7318494
552,3.216301
553,3.6974995
