userId,PC1,PC2,target_item
218,0.14457232301259995,-0.07433705864727005,2588
383,-0.6998521599929642,0.47251532623166614,2588
388,0.43065405649645194,-0.22143626931740878,2588
422,0.739788548705309,0.35168357000914396,2588
440,-1.7772078004326048,1.0909238452153298,2588
662,0.309134492208857,0.5731198393265527,2588
741,0.9487922401298406,0.4957245960014195,2588
775,-0.4530775780487699,-0.3145685245267352,2588
856,0.309134492208857,0.5731198393265527,2588
907,0.435121436807647,0.6605916745975688,2588
1210,0.02672734261862046,0.01821251976108955,2588
1254,0.12598694459878998,0.087471835271016,2588
1507,0.43065405649645194,-0.22143626931740878,2588
1711,0.12598694459878998,0.087471835271016,2588
1811,0.06999078679959037,0.04825001987434289,2588
1906,-0.48380455545338213,0.2969792985600346,2588
1984,-0.06121958542209285,0.3159856499575802,2588
2026,0.309134492208857,0.5731198393265527,2588
2034,0.309134492208857,0.5731198393265527,2588
2038,0.07763976738167358,0.14394023355075103,2588
2484,0.16762508173760501,0.6458819913494214,2588
2529,-0.141509410471252,0.07276215202286868,2588
2568,0.916901992597121,-0.5199154162409347,2588
2581,0.43065405649645194,-0.22143626931740878,2588
2611,0.309134492208857,0.5731198393265527,2588
3069,-0.6168444070998766,-1.1435985837766542,2588
3260,0.309134492208857,0.5731198393265527,2588
3318,0.47391750067742183,-0.19139876920415544,2588
3452,0.07763976738167358,0.14394023355075103,2588
3513,-0.28763055749031036,-0.19969984051779732,2588
3592,0.453706815221457,0.49878278067928267,2588
3664,0.916901992597121,-0.5199154162409347,2588
3671,0.486247936100669,-0.29847914692352595,2588
3858,0.14457232301259995,-0.07433705864727005,2588
4126,0.43065405649645194,-0.22143626931740878,2588
4222,-0.42759114395510395,0.2198613626930074,2588
4329,0.43065405649645194,-0.22143626931740878,2588
4358,0.556641001095242,-0.1339644340463928,2588
4450,-0.11845665174624695,0.7929812020195601,2588
4728,0.486247936100669,-0.29847914692352595,2588
4877,-1.3113286367740702,-2.4311375034284515,2588
4896,0.486247936100669,-0.29847914692352595,2588
4921,0.14457232301259995,-0.07433705864727005,2588
5015,0.14457232301259995,-0.07433705864727005,2588
5063,0.16289710558265197,-0.09999299842900577,2588
5066,0.14457232301259995,-0.07433705864727005,2588
5155,-0.28763055749031036,-0.19969984051779732,2588
5352,0.08301674682574171,0.05656919072125954,2588
5378,0.43065405649645194,-0.22143626931740878,2588
5452,-0.03946005623685015,-0.027396835044509328,2588
